ibgeCode,municipio,uf,hierarquia,distancia_polo_km
2506202,Frei Martinho,PB,5,15.15
2506251,Gado Bravo,PB,5,40.11
2506301,Guarabira,PB,3,71.48
2506400,Gurinhém,PB,5,62.99
2506509,Gurjão,PB,5,54.61
2506608,Ibiara,PB,5,13.86
2506707,Imaculada,PB,5,50.14
2506806,Ingá,PB,5,38.74
2506905,Itabaiana,PB,5,57.58
2507002,Itaporanga,PB,4,101.47
2507101,Itapororoca,PB,5,57.92
2507200,Itatuba,PB,5,38.66
2507309,Jacaraú,PB,5,76.74
2507408,Jericó,PB,5,24.36
2507507,João Pessoa,PB,2,98.07
2507606,Juarez Távora,PB,5,45.18
2507705,Juazeirinho,PB,5,68.87
2507804,Junco do Seridó,PB,5,94.36
2507903,Juripiranga,PB,5,43.88
2508000,Juru,PB,5,77.75
2508109,Lagoa,PB,5,20.74
2508208,Lagoa de Dentro,PB,5,24.17
2508307,Lagoa Seca,PB,2,110.28
2508406,Lastro,PB,5,21.81
2508505,Livramento,PB,5,106.39
2508554,Logradouro,PB,5,36.37
2508604,Lucena,PB,2,125.21
2508703,Mãe d'Água,PB,5,31.24
2508802,Malta,PB,5,26.26
2508901,Mamanguape,PB,4,58.62
2509008,Manaíra,PB,5,23.13
2509057,Marcação,PB,5,16.93
2509107,Mari,PB,5,50.33
2509156,Marizópolis,PB,5,14.0
2509206,Massaranduba,PB,2,98.19
2509305,Mataraca,PB,5,70.09
2509339,Matinhas,PB,5,26.93
2509370,Mato Grosso,PB,5,24.59
2509396,Maturéia,PB,5,32.46
2509404,Mogeiro,PB,5,52.38
2509503,Montadas,PB,5,19.37
2509602,Monte Horebe,PB,5,31.87
2509701,Monteiro,PB,4,142.94
2509800,Mulungu,PB,5,13.86
2509909,Natuba,PB,5,55.46
2510006,Nazarezinho,PB,5,25.62
2510105,Nova Floresta,PB,4,91.38
2510204,Nova Olinda,PB,5,28.97
2510303,Nova Palmeira,PB,5,22.35
2510402,Olho d'Água,PB,5,58.04
2510501,Olivedos,PB,5,45.01
2510600,Ouro Velho,PB,5,33.16
2510659,Parari,PB,5,77.82
2510709,Passagem,PB,5,32.69
2510808,Patos,PB,3,270.86
2510907,Paulista,PB,5,31.45
2511004,Pedra Branca,PB,5,22.96
2511103,Pedra Lavrada,PB,5,71.25
2511202,Pedras de Fogo,PB,5,29.98
2511301,Piancó,PB,4,73.08
2511400,Picuí,PB,4,94.8
2511509,Pilar,PB,5,45.67
2511608,Pilões,PB,5,17.66
2511707,Pilõezinhos,PB,3,82.97
2511806,Pirpirituba,PB,5,10.95
2511905,Pitimbu,PB,5,29.87
2512002,Pocinhos,PB,5,26.57
2512036,Poço Dantas,PB,5,50.96
2512077,Poço de José de Moura,PB,5,34.73
2512101,Pombal,PB,4,64.18
2512200,Prata,PB,5,23.54
2512309,Princesa Isabel,PB,4,59.2
2512408,Puxinanã,PB,2,120.84
2512507,Queimadas,PB,2,118.62
2512606,Quixaba,PB,3,251.39
2512705,Remígio,PB,5,39.63
2512721,Pedro Régis,PB,5,72.02
2512747,Riachão,PB,5,43.28
2512754,Riachão do Bacamarte,PB,5,33.0
2512762,Riachão do Poço,PB,5,46.49
2512788,Riacho de Santo Antônio,PB,5,50.08
2512804,Riacho dos Cavalos,PB,5,18.13
2512903,Rio Tinto,PB,4,44.79
2513000,Salgadinho,PB,5,98.07
2513109,Salgado de São Félix,PB,5,71.8
2513158,Santa Cecília,PB,5,52.2
2513208,Santa Cruz,PB,5,29.12
2513307,Santa Helena,PB,5,21.33
2513356,Santa Inês,PB,5,18.78
2513406,Santa Luzia,PB,4,46.05
2513505,Santana de Mangueira,PB,5,41.62
2513604,Santana dos Garrotes,PB,5,27.55
2513653,Joca Claudino,PB,5,10.84
2513703,Santa Rita,PB,2,108.81
2513802,Santa Teresinha,PB,5,17.86
2513851,Santo André,PB,5,71.61
2513901,São Bento,PB,4,61.85
2513927,São Bentinho,PB,5,19.4
2513943,São Domingos do Cariri,PB,5,60.13
2513968,São Domingos,PB,5,11.39
2513984,São Francisco,PB,5,22.57
2514008,São João do Cariri,PB,5,61.26
2514107,São João do Tigre,PB,5,38.76
2514206,São José da Lagoa Tapada,PB,5,24.75
2514305,São José de Caiana,PB,5,15.51
2514404,São José de Espinharas,PB,5,21.65
2514453,São José dos Ramos,PB,5,53.76
2514503,São José de Piranhas,PB,4,20.75
2514552,São José de Princesa,PB,5,11.63
2514602,São José do Bonfim,PB,5,17.05
2514651,São José do Brejo do Cruz,PB,5,43.9
2514701,São José do Sabugi,PB,5,14.64
2514800,São José dos Cordeiros,PB,5,20.31
2514909,São Mamede,PB,5,26.58
2515005,São Miguel de Taipu,PB,5,37.31
2515104,São Sebastião de Lagoa de Roça,PB,5,23.33
2515203,São Sebastião do Umbuzeiro,PB,5,29.37
2515302,Sapé,PB,5,38.21
2515401,São Vicente do Seridó,PB,5,66.39
2515500,Serra Branca,PB,4,87.31
2515609,Serra da Raiz,PB,5,19.09
2515708,Serra Grande,PB,5,21.94
2515807,Serra Redonda,PB,5,35.05
2515906,Serraria,PB,5,22.16
2515930,Sertãozinho,PB,5,15.3
2515971,Sobrado,PB,5,42.43
2516003,Solânea,PB,4,62.65
2516102,Soledade,PB,5,47.99
2516151,Sossêgo,PB,5,24.33
2516201,Sousa,PB,3,39.9
2516300,Sumé,PB,4,112.78
2516409,Tacima,PB,5,38.44
2516508,Taperoá,PB,5,95.83
2516607,Tavares,PB,5,13.7
2516706,Teixeira,PB,5,28.75
2516755,Tenório,PB,5,79.71
2516805,Triunfo,PB,5,34.8
2516904,Uiraúna,PB,4,31.65
2517001,Umbuzeiro,PB,5,52.84
2517100,Várzea,PB,5,35.82
2517209,Vieirópolis,PB,5,21.06
2517407,Zabelê,PB,5,19.0
2600054,Abreu e Lima,PE,1,20.19
2600104,Afogados da Ingazeira,PE,3,89.27
2600203,Afrânio,PE,5,64.98
2600302,Agrestina,PE,5,32.33
2600401,Água Preta,PE,5,18.03
2600500,Águas Belas,PE,5,61.99
2600609,Alagoinha,PE,5,11.74
2600708,Aliança,PE,5,56.46
2600807,Altinho,PE,5,35.74
2600906,Amaraji,PE,5,68.75
2601003,Angelim,PE,5,25.15
2601052,Araçoiaba,PE,1,31.55
2601102,Araripina,PE,3,129.53
2601201,Arcoverde,PE,3,232.0
2601300,Barra de Guabiraba,PE,5,50.54
2601409,Barreiros,PE,4,94.0
2601508,Belém de Maria,PE,5,115.51
2601607,Belém do São Francisco,PE,5,181.62
2601706,Belo Jardim,PE,3,43.72
2601805,Betânia,PE,5,49.06
2601904,Bezerros,PE,5,26.51
2602001,Bodocó,PE,5,41.05
2602100,Bom Conselho,PE,5,36.58
2602209,Bom Jardim,PE,5,77.48
2602308,Bonito,PE,5,49.91
2602407,Brejão,PE,5,11.69
2602506,Brejinho,PE,5,37.64
2602605,Brejo da Madre de Deus,PE,5,31.1
2602704,Buenos Aires,PE,5,56.85
2602803,Buíque,PE,5,31.75
2602902,Cabo de Santo Agostinho,PE,1,30.47
2603009,Cabrobó,PE,5,153.52
2603108,Cachoeirinha,PE,5,45.9
2603207,Caetés,PE,5,22.31
2603306,Calçado,PE,5,8.3
2603405,Calumbi,PE,5,32.31
2603454,Camaragibe,PE,1,9.1
2603504,Camocim de São Félix,PE,5,33.49
2603603,Camutanga,PE,5,56.04
2603702,Canhotinho,PE,5,36.11
2603801,Capoeiras,PE,5,28.92
2603900,Carnaíba,PE,5,13.5
2603926,Carnaubeira da Penha,PE,5,56.81
2604007,Carpina,PE,3,48.18
2604106,Caruaru,PE,2,120.68
2604155,Casinhas,PE,5,15.14
2604205,Catende,PE,5,113.14
2604304,Cedro,PE,5,63.66
2604403,Chã de Alegria,PE,5,32.12
2604502,Chã Grande,PE,5,63.08
2604601,Condado,PE,5,17.31
2604700,Correntes,PE,5,27.7
2604809,Cortês,PE,5,78.89
2604908,Cumaru,PE,5,36.42
2605004,Cupira,PE,5,46.52
2605103,Custódia,PE,5,303.1
2605152,Dormentes,PE,5,58.08
2605202,Escada,PE,3,51.65
2605301,Exu,PE,5,62.79
2605400,Feira Nova,PE,5,13.5
2605459,Fernando de Noronha,PE,5,541.84
2605509,Ferreiros,PE,5,71.28
2605608,Flores,PE,5,53.38
2605707,Floresta,PE,4,59.29
2605806,Frei Miguelinho,PE,5,30.92
2605905,Gameleira,PE,5,81.2
2606002,Garanhuns,PE,2,198.71
2606101,Glória do Goitá,PE,5,16.24
2606200,Goiana,PE,3,49.58
2606309,Granito,PE,5,80.65
2606408,Gravatá,PE,4,50.31
2606507,Iati,PE,5,49.84
2606606,Ibimirim,PE,5,68.72
2606705,Ibirajuba,PE,5,52.55
2606804,Igarassu,PE,1,25.06
2606903,Iguaracy,PE,5,26.16
2607000,Inajá,PE,5,102.55
2607109,Ingazeira,PE,5,22.58
2607208,Ipojuca,PE,1,47.18
2607307,Ipubi,PE,5,31.19
2607406,Itacuruba,PE,5,50.45
2607505,Itaíba,PE,5,73.36
2607604,Ilha de Itamaracá,PE,1,32.94
2607653,Itambé,PE,5,42.86
2607703,Itapetim,PE,5,48.29
2607752,Itapissuma,PE,1,33.1
2607802,Itaquitinga,PE,5,40.9
2607901,Jaboatão dos Guararapes,PE,1,14.7
2607950,Jaqueira,PE,5,21.67
2608008,Jataúba,PE,5,58.2
2608057,Jatobá,PE,5,37.72
2608107,João Alfredo,PE,5,15.46
2608206,Joaquim Nabuco,PE,5,88.62
2608255,Jucati,PE,5,20.98
2608305,Jupi,PE,5,25.73
2608404,Jurema,PE,5,65.55
2608453,Lagoa do Carro,PE,5,49.26
2608503,Lagoa de Itaenga,PE,5,42.01
2608602,Lagoa do Ouro,PE,5,26.56
2608701,Lagoa dos Gatos,PE,5,58.17
2608750,Lagoa Grande,PE,5,47.0
2608800,Lajedo,PE,4,36.44
2608909,Limoeiro,PE,3,60.61
2609006,Macaparana,PE,5,80.64
2609105,Machados,PE,5,17.12
2609154,Manari,PE,5,82.46
2609204,Maraial,PE,5,24.55
2609303,Mirandiba,PE,5,39.27
2609402,Moreno,PE,1,26.28
2609501,Nazaré da Mata,PE,5,47.18
2609600,Olinda,PE,1,9.05
2609709,Orobó,PE,5,82.21
2609808,Orocó,PE,5,123.9
2609907,Ouricuri,PE,3,129.87
2610004,Palmares,PE,3,102.98
2610103,Palmeirina,PE,5,26.08
2610202,Panelas,PE,5,54.1
2610301,Paranatama,PE,5,22.87
2610400,Parnamirim,PE,5,48.71
2610509,Passira,PE,5,21.03
2610608,Paudalho,PE,1,28.79
2610707,Paulista,PE,1,14.29
2610806,Pedra,PE,5,36.88
2610905,Pesqueira,PE,4,82.55
2611002,Petrolândia,PE,4,71.54
2611101,Petrolina,PE,2,629.32
2611200,Poção,PE,5,18.99
2611309,Pombos,PE,5,11.47
2611408,Primavera,PE,5,59.4
2611507,Quipapá,PE,5,53.12
2611533,Quixaba,PE,5,25.64
2611606,Recife,PE,1,0.0
2611705,Riacho das Almas,PE,5,18.34
2611804,Ribeirão,PE,5,70.15
2611903,Rio Formoso,PE,5,77.29
2612000,Sairé,PE,5,39.59
2612109,Salgadinho,PE,5,74.11
2612208,Salgueiro,PE,3,107.64
2612307,Saloá,PE,5,26.74
2612406,Sanharó,PE,5,61.93
2612455,Santa Cruz,PE,5,39.45
2612471,Santa Cruz da Baixa Verde,PE,5,29.55
2612505,Santa Cruz do Capibaribe,PE,3,47.06
2612554,Santa Filomena,PE,5,88.04
2612604,Santa Maria da Boa Vista,PE,5,84.04
2612703,Santa Maria do Cambucá,PE,5,15.61
2612802,Santa Terezinha,PE,5,49.91
2612901,São Benedito do Sul,PE,5,72.12
2613008,São Bento do Una,PE,5,61.96
2613107,São Caitano,PE,5,22.26
2613206,São João,PE,5,14.62
2613305,São Joaquim do Monte,PE,5,36.33
2613404,São José da Coroa Grande,PE,5,95.64
2613503,São José do Belmonte,PE,5,45.72
2613602,São José do Egito,PE,4,264.16
2613701,São Lourenço da Mata,PE,1,18.77
2613800,São Vicente Férrer,PE,5,78.11
2613909,Serra Talhada,PE,3,378.49
2614006,Serrita,PE,5,44.44
2614105,Sertânia,PE,5,40.88
2614204,Sirinhaém,PE,5,64.7
2614303,Moreilândia,PE,5,54.55
2614402,Solidão,PE,5,17.56
2614501,Surubim,PE,3,43.69
2614600,Tabira,PE,4,21.64
2614709,Tacaimbó,PE,5,33.14
2614808,Tacaratu,PE,5,26.38
2614857,Tamandaré,PE,5,85.0
2615003,Taquaritinga do Norte,PE,5,21.77
2615102,Terezinha,PE,5,22.33
2615201,Terra Nova,PE,5,32.86
2615300,Timbaúba,PE,3,71.97
2615409,Toritama,PE,5,20.16
2615508,Tracunhaém,PE,5,39.94
2615607,Trindade,PE,5,25.28
2615706,Triunfo,PE,5,39.47
2615805,Tupanatinga,PE,5,44.18
2615904,Tuparetama,PE,5,259.0
2616001,Venturosa,PE,5,34.42
2616100,Verdejante,PE,5,20.38
2616183,Vertente do Lério,PE,5,14.7
2616209,Vertentes,PE,5,32.13
2616308,Vicência,PE,5,63.1
2616407,Vitória de Santo Antão,PE,3,40.92
2616506,Xexéu,PE,5,119.16
2700102,Água Branca,AL,5,21.66
2700201,Anadia,AL,5,68.11
2700300,Arapiraca,AL,2,105.39
2700409,Atalaia,AL,5,40.2
2700508,Barra de Santo Antônio,AL,2,164.26
2700607,Barra de São Miguel,AL,5,41.13
2700706,Batalha,AL,5,50.71
2700805,Belém,AL,5,19.82
2700904,Belo Monte,AL,5,60.53
2701001,Boca da Mata,AL,5,54.29
2701100,Branquinha,AL,5,11.7
2701209,Cacimbinhas,AL,5,35.09
2701308,Cajueiro,AL,5,51.78
2701357,Campestre,AL,5,27.49
2701407,Campo Alegre,AL,5,39.93
2701506,Campo Grande,AL,5,26.83
2701605,Canapi,AL,5,43.41
2701704,Capela,AL,5,47.33
2701803,Carneiros,AL,5,20.72
2701902,Chã Preta,AL,5,69.91
2702009,Coité do Nóia,AL,5,14.65
2702108,Colônia Leopoldina,AL,5,64.97
2702207,Coqueiro Seco,AL,2,202.42
2702306,Coruripe,AL,4,84.35
2702355,Craíbas,AL,5,20.97
2702405,Delmiro Gouveia,AL,3,257.64
2702504,Dois Riachos,AL,5,15.73
2702553,Estrela de Alagoas,AL,5,18.46
2702603,Feira Grande,AL,5,15.78
2702702,Feliz Deserto,AL,5,25.13
2702801,Flexeiras,AL,5,31.64
2702900,Girau do Ponciano,AL,5,23.14
2703007,Ibateguara,AL,5,66.32
2703106,Igaci,AL,5,23.51
2703205,Igreja Nova,AL,5,43.41
2703304,Inhapi,AL,5,41.63
2703403,Jacaré dos Homens,AL,5,65.16
2703502,Jacuípe,AL,5,32.13
2703601,Japaratinga,AL,5,66.71
2703700,Jaramataia,AL,5,40.42
2703759,Jequiá da Praia,AL,5,61.2
2703809,Joaquim Gomes,AL,5,50.01
2703908,Jundiá,AL,5,65.49
2704005,Junqueiro,AL,5,25.1
2704104,Lagoa da Canoa,AL,5,11.83
2704203,Limoeiro de Anadia,AL,5,19.02
2704302,Maceió,AL,2,185.83
2704401,Major Isidoro,AL,5,46.72
2704500,Maragogi,AL,5,107.83
2704609,Maravilha,AL,5,23.9
2704708,Marechal Deodoro,AL,2,214.78
2704807,Maribondo,AL,5,43.43
2704906,Mar Vermelho,AL,5,76.45
2705002,Mata Grande,AL,5,49.99
2705101,Matriz de Camaragibe,AL,5,48.48
2705200,Messias,AL,2,174.06
2705309,Minador do Negrão,AL,5,29.77
2705408,Monteirópolis,AL,5,8.62
2705507,Murici,AL,5,35.42
2705606,Novo Lino,AL,5,62.8
2705705,Olho d'Água das Flores,AL,4,72.52
2705804,Olho d'Água do Casado,AL,5,26.23
2705903,Olho d'Água Grande,AL,5,37.85
2706000,Olivença,AL,5,15.31
2706109,Ouro Branco,AL,5,30.69
2706208,Palestina,AL,5,19.79
2706307,Palmeira dos Índios,AL,3,36.96
2706406,Pão de Açúcar,AL,4,195.37
2706422,Pariconha,AL,5,17.37
2706448,Paripueira,AL,2,171.26
2706505,Passo de Camaragibe,AL,5,37.89
2706604,Paulo Jacinto,AL,5,78.45
2706703,Penedo,AL,3,115.73
2706802,Piaçabuçu,AL,5,19.41
2706901,Pilar,AL,5,33.9
2707008,Pindoba,AL,5,12.87
2707107,Piranhas,AL,5,38.4
2707206,Poço das Trincheiras,AL,5,14.16
2707305,Porto Calvo,AL,4,63.39
2707404,Porto de Pedras,AL,5,53.89
2707503,Porto Real do Colégio,AL,5,15.45
2707602,Quebrangulo,AL,5,20.41
2707701,Rio Largo,AL,2,189.82
2707800,Roteiro,AL,5,48.35
2707909,Santa Luzia do Norte,AL,2,200.47
2708006,Santana do Ipanema,AL,3,76.09
2708105,Santana do Mundaú,AL,5,69.18
2708204,São Brás,AL,5,16.33
2708303,São José da Laje,AL,5,70.11
2708402,São José da Tapera,AL,5,96.83
2708501,São Luís do Quitunde,AL,5,31.62
2708600,São Miguel dos Campos,AL,3,50.46
2708709,São Miguel dos Milagres,AL,5,46.55
2708808,São Sebastião,AL,5,25.9
2708907,Satuba,AL,2,198.21
2708956,Senador Rui Palmeira,AL,5,32.91
2709004,Tanque d'Arca,AL,5,32.02
2709103,Taquarana,AL,5,21.18
2709152,Teotônio Vilela,AL,5,87.54
2709202,Traipu,AL,5,39.45
2709301,União dos Palmares,AL,3,56.18
2709400,Viçosa,AL,4,64.09
2800100,Amparo do São Francisco,SE,5,15.13
2800209,Aquidabã,SE,5,80.61
2800308,Aracaju,SE,2,404.18
2800407,Arauá,SE,5,62.3
2800506,Areia Branca,SE,5,14.71
2800605,Barra dos Coqueiros,SE,2,383.92
2800670,Boquim,SE,5,56.99
2800704,Brejo Grande,SE,5,88.21
2801009,Campo do Brito,SE,5,12.49
2801108,Canhoba,SE,5,23.64
2801207,Canindé de São Francisco,SE,5,167.55
2801306,Capela,SE,5,57.8
2801405,Carira,SE,5,48.1
2801504,Carmópolis,SE,2,367.26
2801603,Cedro de São João,SE,5,82.48
2801702,Cristinápolis,SE,5,89.11
2801900,Cumbe,SE,5,72.1
2802007,Divina Pastora,SE,2,381.62
2802106,Estância,SE,3,44.67
2802205,Feira Nova,SE,5,24.42
2802304,Frei Paulo,SE,5,25.97
2802403,Gararu,SE,5,107.38
2802502,General Maynard,SE,2,370.42
2802601,Graccho Cardoso,SE,5,86.31
2802700,Ilha das Flores,SE,5,83.38
2802809,Indiaroba,SE,5,28.62
2802908,Itabaiana,SE,3,48.57
2803005,Itabaianinha,SE,5,80.37
2803104,Itabi,SE,5,98.0
2803203,Itaporanga d'Ajuda,SE,5,26.05
2803302,Japaratuba,SE,5,52.18
2803401,Japoatã,SE,5,69.87
2803500,Lagarto,SE,3,62.92
2803609,Laranjeiras,SE,2,394.45
2803708,Macambira,SE,5,19.31
2803807,Malhada dos Bois,SE,5,17.47
2803906,Malhador,SE,5,14.29
2804003,Maruim,SE,2,382.41
2804102,Moita Bonita,SE,5,13.82
2804201,Monte Alegre de Sergipe,SE,5,16.81
2804300,Muribeca,SE,5,68.4
2804409,Neópolis,SE,3,138.86
2804458,Nossa Senhora Aparecida,SE,5,38.05
2804508,Nossa Senhora da Glória,SE,3,101.7
2804607,Nossa Senhora das Dores,SE,5,59.93
2804706,Nossa Senhora de Lourdes,SE,5,101.24
2804805,Nossa Senhora do Socorro,SE,2,396.55
2804904,Pacatuba,SE,5,71.46
2805000,Pedra Mole,SE,5,29.11
2805109,Pedrinhas,SE,5,66.16
2805208,Pinhão,SE,5,39.44
2805307,Pirambu,SE,5,48.77
2805406,Poço Redondo,SE,5,143.01
2805505,Poço Verde,SE,5,115.44
2805604,Porto da Folha,SE,5,124.5
2805703,Propriá,SE,3,88.02
2805802,Riachão do Dantas,SE,5,21.0
2805901,Riachuelo,SE,2,391.03
2806008,Ribeirópolis,SE,5,20.61
2806107,Rosário do Catete,SE,2,373.51
2806206,Salgado,SE,5,43.22
2806305,Santa Luzia do Itanhy,SE,5,17.14
2806404,Santana do São Francisco,SE,5,17.78
2806503,Santa Rosa de Lima,SE,5,42.91
2806602,Santo Amaro das Brotas,SE,5,26.6
2806701,São Cristóvão,SE,2,410.33
2806800,São Domingos,SE,5,19.78
2806909,São Francisco,SE,5,12.09
2807006,São Miguel do Aleixo,SE,5,71.77
2807105,Simão Dias,SE,5,84.11
2807204,Siriri,SE,2,370.44
2807303,Telha,SE,3,90.97
2807402,Tobias Barreto,SE,4,99.55
2807501,Tomar do Geru,SE,5,95.34
2807600,Umbaúba,SE,5,77.22
2900108,Abaíra,BA,5,207.36
2900207,Abaré,BA,5,140.75
2900306,Acajutiba,BA,5,145.11
2900355,Adustina,BA,5,113.75
2900405,Água Fria,BA,5,118.17
2900504,Érico Cardoso,BA,5,23.93
2900603,Aiquara,BA,5,37.19
2900702,Alagoinhas,BA,3,85.36
2900801,Alcobaça,BA,5,41.25
2900900,Almadina,BA,5,41.0
2901007,Amargosa,BA,4,122.6
2901106,Amélia Rodrigues,BA,5,42.89
2901155,América Dourada,BA,5,35.65
2901205,Anagé,BA,5,43.31
2901304,Andaraí,BA,4,106.97
2901353,Andorinha,BA,5,31.91
2901403,Angical,BA,5,96.06
2901502,Anguera,BA,5,17.05
2901601,Antas,BA,5,20.78
2901700,Antônio Cardoso,BA,5,24.01
2901809,Antônio Gonçalves,BA,5,30.17
2901908,Aporá,BA,5,132.58
2901957,Apuarema,BA,5,43.77
2902005,Aracatu,BA,5,40.49
2902054,Araçás,BA,5,22.3
2902104,Araci,BA,5,108.59
2902203,Aramari,BA,5,14.52
2902252,Arataca,BA,5,44.88
2902302,Aratuípe,BA,5,18.89
2902401,Aurelino Leal,BA,5,57.44
2902500,Baianópolis,BA,5,136.89
2902609,Baixa Grande,BA,5,123.76
2902658,Banzaê,BA,5,24.16
2902708,Barra,BA,5,259.86
2902807,Barra da Estiva,BA,4,148.8
2902906,Barra do Choça,BA,5,35.17
2903003,Barra do Mendes,BA,5,78.91
2903102,Barra do Rocha,BA,5,15.98
2903201,Barreiras,BA,2,766.54
2903235,Barro Alto,BA,5,59.55
2903276,Barrocas,BA,5,18.66
2903300,Barro Preto,BA,5,16.36
2903409,Belmonte,BA,5,77.65
2903508,Belo Campo,BA,5,32.51
2903607,Biritinga,BA,5,24.0
2903706,Boa Nova,BA,5,99.46
2903805,Boa Vista do Tupim,BA,5,53.82
2903904,Bom Jesus da Lapa,BA,3,318.85
2903953,Bom Jesus da Serra,BA,5,73.93
2904001,Boninal,BA,5,42.18
2904050,Bonito,BA,5,56.83
2904100,Boquira,BA,5,47.72
2904209,Botuporã,BA,5,25.67
2904308,Brejões,BA,5,24.2
2904407,Brejolândia,BA,5,191.77
2904506,Brotas de Macaúbas,BA,5,28.44
2904605,Brumado,BA,3,123.54
2904704,Buerarema,BA,5,16.55
2904753,Buritirama,BA,5,256.38
2904803,Caatiba,BA,5,62.43
2904852,Cabaceiras do Paraguaçu,BA,5,15.87
2904902,Cachoeira,BA,5,52.48
2905008,Caculé,BA,4,158.42
2905107,Caém,BA,5,29.46
2905156,Caetanos,BA,5,72.13
2905206,Caetité,BA,4,46.96
2905305,Cafarnaum,BA,5,60.11
2905404,Cairu,BA,5,28.68
2905503,Caldeirão Grande,BA,5,38.39
2905602,Camacan,BA,4,69.32
2905701,Camaçari,BA,1,40.39
2905800,Camamu,BA,5,73.26
2905909,Campo Alegre de Lourdes,BA,5,81.92
2906006,Campo Formoso,BA,4,71.24
2906105,Canápolis,BA,5,23.98
2906204,Canarana,BA,5,51.38
2906303,Canavieiras,BA,5,99.8
2906402,Candeal,BA,5,39.32
2906501,Candeias,BA,1,22.55
2906600,Candiba,BA,5,22.94
2906709,Cândido Sales,BA,5,57.8
2906808,Cansanção,BA,5,169.2
2906824,Canudos,BA,5,44.08
2906857,Capela do Alto Alegre,BA,5,101.22
2906873,Capim Grosso,BA,4,140.69
2906899,Caraíbas,BA,5,56.5
2906907,Caravelas,BA,5,27.63
2907004,Cardeal da Silva,BA,5,51.88
2907103,Carinhanha,BA,5,112.52
2907202,Casa Nova,BA,5,87.79
2907301,Castro Alves,BA,4,33.51
2907400,Catolândia,BA,5,92.43
2907509,Catu,BA,5,61.09
2907558,Caturama,BA,5,32.45
2907608,Central,BA,5,33.73
2907707,Chorrochó,BA,5,154.27
2907806,Cícero Dantas,BA,4,157.33
2907905,Cipó,BA,5,195.47
2908002,Coaraci,BA,5,38.12
2908101,Cocos,BA,5,168.58
2908200,Conceição da Feira,BA,5,35.36
2908309,Conceição do Almeida,BA,5,78.73
2908408,Conceição do Coité,BA,3,170.48
2908507,Conceição do Jacuípe,BA,5,64.58
2908606,Conde,BA,5,147.19
2908705,Condeúba,BA,5,123.45
2908804,Contendas do Sincorá,BA,5,128.15
2908903,Coração de Maria,BA,5,27.27
2909000,Cordeiros,BA,5,107.76
2909109,Coribe,BA,5,66.57
2909208,Coronel João Sá,BA,5,123.53
2909307,Correntina,BA,5,114.07
2909406,Cotegipe,BA,5,133.97
2909505,Cravolândia,BA,5,23.61
2909604,Crisópolis,BA,5,71.69
2909703,Cristópolis,BA,5,137.3
2909802,Cruz das Almas,BA,3,68.78
2909901,Curaçá,BA,5,103.84
2910008,Dário Meira,BA,5,47.48
2910057,Dias d'Ávila,BA,1,38.83
2910107,Dom Basílio,BA,5,30.54
2910206,Dom Macedo Costa,BA,5,11.93
2910305,Elísio Medrado,BA,5,34.91
2910404,Encruzilhada,BA,5,69.47
2910503,Entre Rios,BA,5,39.33
2910602,Esplanada,BA,5,124.51
2910701,Euclides da Cunha,BA,3,271.03
2910727,Eunápolis,BA,2,398.66
2910750,Fátima,BA,5,28.7
2910776,Feira da Mata,BA,5,152.56
2910800,Feira de Santana,BA,2,94.71
2910859,Filadélfia,BA,5,27.44
2910909,Firmino Alves,BA,5,64.71
2911006,Floresta Azul,BA,5,43.34
2911105,Formosa do Rio Preto,BA,5,113.99
2911204,Gandu,BA,4,91.43
2911253,Gavião,BA,5,32.21
2911303,Gentio do Ouro,BA,5,49.46
2911402,Glória,BA,5,40.38
2911501,Gongogi,BA,5,29.54
2911600,Governador Mangabeira,BA,5,43.65
2911659,Guajeru,BA,5,53.59
2911709,Guanambi,BA,3,223.31
2911808,Guaratinga,BA,5,45.62
2911857,Heliópolis,BA,5,19.5
2911907,Iaçu,BA,5,39.0
2912004,Ibiassucê,BA,5,21.46
2912103,Ibicaraí,BA,5,27.31
2912202,Ibicoara,BA,5,183.99
2912301,Ibicuí,BA,5,63.86
2912400,Ibipeba,BA,5,47.02
2912509,Ibipitanga,BA,5,51.56
2912608,Ibiquera,BA,5,65.25
2912707,Ibirapitanga,BA,5,88.95
2912806,Ibirapuã,BA,5,42.78
2912905,Ibirataia,BA,5,13.84
2913002,Ibitiara,BA,5,47.16
2913101,Ibititá,BA,5,30.48
2913200,Ibotirama,BA,4,251.98
2913309,Ichu,BA,5,19.4
2913408,Igaporã,BA,5,39.48
2913457,Igrapiúna,BA,5,57.16
2913507,Iguaí,BA,5,97.76
2913606,Ilhéus,BA,2,16.96
2913705,Inhambupe,BA,5,36.6
2913804,Ipecaetá,BA,5,33.88
2913903,Ipiaú,BA,3,49.51
2914000,Ipirá,BA,4,81.2
2914109,Ipupiara,BA,4,92.71
2914208,Irajuba,BA,5,37.68
2914307,Iramaia,BA,5,95.16
2914406,Iraquara,BA,5,107.32
2914505,Irará,BA,5,34.47
2914604,Irecê,BA,3,401.09
2914653,Itabela,BA,5,40.9
2914703,Itaberaba,BA,3,193.72
2914802,Itabuna,BA,2,236.47
2914901,Itacaré,BA,5,43.65
2915007,Itaeté,BA,5,107.57
2915106,Itagi,BA,5,32.8
2915205,Itagibá,BA,5,24.25
2915304,Itagimirim,BA,5,26.71
2915353,Itaguaçu da Bahia,BA,5,73.24
